WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Agustus
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit Infeksi dan parasit;189
Surabaya Selatan;Sawahan;Puskesmas Pakis;Neoplasma;28
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Selatan;Sawahan;Puskesmas Pakis;Endokrin, nutrisi dan gangguan metabolik;186
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gangguan jiwa dan perilaku;10
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit yang mengenai sistem syaraf;24
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit mata dan adnexa;63
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit telinga dan mastoid;45
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem sirkulasi;101
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pernafasan;799
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pencernaan;406
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada kulit dan jaringan subcutaneous;102
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem musculoskletal;206
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem saluran kemih dan genital;67
Surabaya Selatan;Sawahan;Puskesmas Pakis;Kehamilan dan kelahiran;9
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keadaan yang berasal dari periode perinatal;8
Surabaya Selatan;Sawahan;Puskesmas Pakis;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;125
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keracunan, cedera dan beberapa penyebab yang dari luar;67
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyebab morbiditas dan kematian eksternal;1
Surabaya Selatan;Sawahan;Puskesmas Pakis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;606
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit Infeksi dan parasit;229
Surabaya Utara;Semampir;Puskesmas Pegirian;Neoplasma;14
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Utara;Semampir;Puskesmas Pegirian;Endokrin, nutrisi dan gangguan metabolik;151
Surabaya Utara;Semampir;Puskesmas Pegirian;Gangguan jiwa dan perilaku;15
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit yang mengenai sistem syaraf;64
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit mata dan adnexa;67
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit telinga dan mastoid;52
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem sirkulasi;123
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pernafasan;976
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pencernaan;401
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada kulit dan jaringan subcutaneous;144
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem musculoskletal;151
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem saluran kemih dan genital;14
Surabaya Utara;Semampir;Puskesmas Pegirian;Kehamilan dan kelahiran;37
Surabaya Utara;Semampir;Puskesmas Pegirian;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Semampir;Puskesmas Pegirian;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Utara;Semampir;Puskesmas Pegirian;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;68
Surabaya Utara;Semampir;Puskesmas Pegirian;Keracunan, cedera dan beberapa penyebab yang dari luar;60
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;303
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit Infeksi dan parasit;190
Surabaya Pusat;Genteng;Puskesmas Peneleh;Neoplasma;15
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Pusat;Genteng;Puskesmas Peneleh;Endokrin, nutrisi dan gangguan metabolik;49
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gangguan jiwa dan perilaku;10
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit yang mengenai sistem syaraf;10
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit mata dan adnexa;86
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit telinga dan mastoid;39
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem sirkulasi;109
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pernafasan;907
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pencernaan;393
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada kulit dan jaringan subcutaneous;159
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem musculoskletal;192
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem saluran kemih dan genital;28
Surabaya Pusat;Genteng;Puskesmas Peneleh;Kehamilan dan kelahiran;4
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keadaan yang berasal dari periode perinatal;4
Surabaya Pusat;Genteng;Puskesmas Peneleh;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;187
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keracunan, cedera dan beberapa penyebab yang dari luar;59
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Genteng;Puskesmas Peneleh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;200
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit Infeksi dan parasit;305
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Neoplasma;28
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Endokrin, nutrisi dan gangguan metabolik;99
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gangguan jiwa dan perilaku;13
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit yang mengenai sistem syaraf;9
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit mata dan adnexa;179
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit telinga dan mastoid;35
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem sirkulasi;145
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pernafasan;1.250
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pencernaan;545
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada kulit dan jaringan subcutaneous;192
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem musculoskletal;379
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem saluran kemih dan genital;53
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Kehamilan dan kelahiran;9
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keadaan yang berasal dari periode perinatal;8
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;57
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keracunan, cedera dan beberapa penyebab yang dari luar;22
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;612
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit Infeksi dan parasit;196
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Neoplasma;29
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Endokrin, nutrisi dan gangguan metabolik;164
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gangguan jiwa dan perilaku;46
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit yang mengenai sistem syaraf;35
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit mata dan adnexa;56
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit telinga dan mastoid;119
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem sirkulasi;247
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pernafasan;999
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pencernaan;640
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada kulit dan jaringan subcutaneous;227
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem musculoskletal;492
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem saluran kemih dan genital;78
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Kehamilan dan kelahiran;16
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keadaan yang berasal dari periode perinatal;7
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;293
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keracunan, cedera dan beberapa penyebab yang dari luar;124
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyebab morbiditas dan kematian eksternal;3
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;519
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit Infeksi dan parasit;166
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Neoplasma;12
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Endokrin, nutrisi dan gangguan metabolik;102
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gangguan jiwa dan perilaku;10
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit yang mengenai sistem syaraf;15
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit mata dan adnexa;47
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit telinga dan mastoid;27
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem sirkulasi;103
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pernafasan;600
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pencernaan;393
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada kulit dan jaringan subcutaneous;79
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem musculoskletal;128
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem saluran kemih dan genital;22
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Kehamilan dan kelahiran;16
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keadaan yang berasal dari periode perinatal;2
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;94
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keracunan, cedera dan beberapa penyebab yang dari luar;36
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;352
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit Infeksi dan parasit;98
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Neoplasma;8
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Endokrin, nutrisi dan gangguan metabolik;61
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gangguan jiwa dan perilaku;5
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit yang mengenai sistem syaraf;9
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit mata dan adnexa;42
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit telinga dan mastoid;24
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem sirkulasi;65
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pernafasan;389
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pencernaan;391
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada kulit dan jaringan subcutaneous;76
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem musculoskletal;143
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem saluran kemih dan genital;22
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Kehamilan dan kelahiran;4
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keadaan yang berasal dari periode perinatal;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;154
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keracunan, cedera dan beberapa penyebab yang dari luar;23
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;212
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit Infeksi dan parasit;105
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Neoplasma;5
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Endokrin, nutrisi dan gangguan metabolik;86
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gangguan jiwa dan perilaku;2
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit yang mengenai sistem syaraf;4
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit mata dan adnexa;76
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit telinga dan mastoid;21
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem sirkulasi;39
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pernafasan;644
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pencernaan;344
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada kulit dan jaringan subcutaneous;110
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem musculoskletal;127
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem saluran kemih dan genital;20
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Kehamilan dan kelahiran;24
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keadaan yang berasal dari periode perinatal;2
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;34
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keracunan, cedera dan beberapa penyebab yang dari luar;18
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;301
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit Infeksi dan parasit;211
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Neoplasma;14
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Endokrin, nutrisi dan gangguan metabolik;128
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gangguan jiwa dan perilaku;18
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit yang mengenai sistem syaraf;37
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit mata dan adnexa;127
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit telinga dan mastoid;42
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem sirkulasi;138
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pernafasan;845
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pencernaan;559
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada kulit dan jaringan subcutaneous;143
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem musculoskletal;254
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem saluran kemih dan genital;45
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Kehamilan dan kelahiran;4
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keadaan yang berasal dari periode perinatal;0
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;233
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keracunan, cedera dan beberapa penyebab yang dari luar;52
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyebab morbiditas dan kematian eksternal;2
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;536
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit Infeksi dan parasit;186
Surabaya Barat;Benowo;Puskesmas Sememi;Neoplasma;26
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;9
Surabaya Barat;Benowo;Puskesmas Sememi;Endokrin, nutrisi dan gangguan metabolik;203
Surabaya Barat;Benowo;Puskesmas Sememi;Gangguan jiwa dan perilaku;21
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit yang mengenai sistem syaraf;66
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit mata dan adnexa;49
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit telinga dan mastoid;72
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem sirkulasi;183
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pernafasan;636
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pencernaan;596
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada kulit dan jaringan subcutaneous;177
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem musculoskletal;191
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem saluran kemih dan genital;88
Surabaya Barat;Benowo;Puskesmas Sememi;Kehamilan dan kelahiran;21
Surabaya Barat;Benowo;Puskesmas Sememi;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Benowo;Puskesmas Sememi;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Benowo;Puskesmas Sememi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;333
Surabaya Barat;Benowo;Puskesmas Sememi;Keracunan, cedera dan beberapa penyebab yang dari luar;71
Surabaya Barat;Benowo;Puskesmas Sememi;Penyebab morbiditas dan kematian eksternal;6
Surabaya Barat;Benowo;Puskesmas Sememi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.399
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit Infeksi dan parasit;135
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Neoplasma;9
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Endokrin, nutrisi dan gangguan metabolik;99
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gangguan jiwa dan perilaku;15
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit yang mengenai sistem syaraf;25
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit mata dan adnexa;113
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit telinga dan mastoid;52
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem sirkulasi;61
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pernafasan;729
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pencernaan;396
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada kulit dan jaringan subcutaneous;117
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem musculoskletal;188
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem saluran kemih dan genital;29
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Kehamilan dan kelahiran;7
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keadaan yang berasal dari periode perinatal;4
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;136
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keracunan, cedera dan beberapa penyebab yang dari luar;48
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;134
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit Infeksi dan parasit;152
Surabaya Utara;Semampir;Puskesmas Sidotopo;Neoplasma;19
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;10
Surabaya Utara;Semampir;Puskesmas Sidotopo;Endokrin, nutrisi dan gangguan metabolik;54
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gangguan jiwa dan perilaku;12
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit yang mengenai sistem syaraf;23
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit mata dan adnexa;57
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit telinga dan mastoid;65
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem sirkulasi;68
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pernafasan;694
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pencernaan;409
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada kulit dan jaringan subcutaneous;128
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem musculoskletal;172
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem saluran kemih dan genital;35
Surabaya Utara;Semampir;Puskesmas Sidotopo;Kehamilan dan kelahiran;26
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keadaan yang berasal dari periode perinatal;1
Surabaya Utara;Semampir;Puskesmas Sidotopo;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;121
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keracunan, cedera dan beberapa penyebab yang dari luar;38
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Sidotopo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;434
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit Infeksi dan parasit;209
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Neoplasma;16
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Endokrin, nutrisi dan gangguan metabolik;79
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gangguan jiwa dan perilaku;13
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit yang mengenai sistem syaraf;15
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit mata dan adnexa;70
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit telinga dan mastoid;33
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem sirkulasi;66
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pernafasan;555
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pencernaan;641
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada kulit dan jaringan subcutaneous;83
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem musculoskletal;194
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem saluran kemih dan genital;41
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Kehamilan dan kelahiran;71
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keadaan yang berasal dari periode perinatal;12
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;160
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keracunan, cedera dan beberapa penyebab yang dari luar;48
