WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Maret
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyebab morbiditas dan kematian eksternal;4
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;672
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit Infeksi dan parasit;514
Surabaya Selatan;Sawahan;Puskesmas Pakis;Neoplasma;96
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;19
Surabaya Selatan;Sawahan;Puskesmas Pakis;Endokrin, nutrisi dan gangguan metabolik;1.055
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gangguan jiwa dan perilaku;126
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit yang mengenai sistem syaraf;253
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit mata dan adnexa;116
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit telinga dan mastoid;168
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem sirkulasi;867
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pernafasan;1.821
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pencernaan;1.471
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada kulit dan jaringan subcutaneous;314
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem musculoskletal;724
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem saluran kemih dan genital;191
Surabaya Selatan;Sawahan;Puskesmas Pakis;Kehamilan dan kelahiran;36
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keadaan yang berasal dari periode perinatal;18
Surabaya Selatan;Sawahan;Puskesmas Pakis;Malformasi kongenital, deformasi dan kelainan chromosom;13
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;406
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keracunan, cedera dan beberapa penyebab yang dari luar;188
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyebab morbiditas dan kematian eksternal;3
Surabaya Selatan;Sawahan;Puskesmas Pakis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;2.491
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit Infeksi dan parasit;724
Surabaya Utara;Semampir;Puskesmas Pegirian;Neoplasma;17
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Utara;Semampir;Puskesmas Pegirian;Endokrin, nutrisi dan gangguan metabolik;290
Surabaya Utara;Semampir;Puskesmas Pegirian;Gangguan jiwa dan perilaku;61
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit yang mengenai sistem syaraf;112
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit mata dan adnexa;269
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit telinga dan mastoid;131
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem sirkulasi;236
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pernafasan;2.108
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pencernaan;909
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada kulit dan jaringan subcutaneous;557
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem musculoskletal;577
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem saluran kemih dan genital;79
Surabaya Utara;Semampir;Puskesmas Pegirian;Kehamilan dan kelahiran;115
Surabaya Utara;Semampir;Puskesmas Pegirian;Keadaan yang berasal dari periode perinatal;4
Surabaya Utara;Semampir;Puskesmas Pegirian;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Utara;Semampir;Puskesmas Pegirian;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;204
Surabaya Utara;Semampir;Puskesmas Pegirian;Keracunan, cedera dan beberapa penyebab yang dari luar;124
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.125
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit Infeksi dan parasit;540
Surabaya Pusat;Genteng;Puskesmas Peneleh;Neoplasma;51
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;17
Surabaya Pusat;Genteng;Puskesmas Peneleh;Endokrin, nutrisi dan gangguan metabolik;212
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gangguan jiwa dan perilaku;44
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit yang mengenai sistem syaraf;76
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit mata dan adnexa;202
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit telinga dan mastoid;132
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem sirkulasi;313
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pernafasan;2.143
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pencernaan;1.263
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada kulit dan jaringan subcutaneous;545
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem musculoskletal;622
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem saluran kemih dan genital;109
Surabaya Pusat;Genteng;Puskesmas Peneleh;Kehamilan dan kelahiran;16
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keadaan yang berasal dari periode perinatal;1
Surabaya Pusat;Genteng;Puskesmas Peneleh;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;489
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keracunan, cedera dan beberapa penyebab yang dari luar;154
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyebab morbiditas dan kematian eksternal;4
Surabaya Pusat;Genteng;Puskesmas Peneleh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;526
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit Infeksi dan parasit;713
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Neoplasma;94
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;45
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Endokrin, nutrisi dan gangguan metabolik;251
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gangguan jiwa dan perilaku;60
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit yang mengenai sistem syaraf;73
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit mata dan adnexa;480
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit telinga dan mastoid;127
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem sirkulasi;398
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pernafasan;2.731
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pencernaan;1.508
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada kulit dan jaringan subcutaneous;587
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem musculoskletal;1.136
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem saluran kemih dan genital;130
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Kehamilan dan kelahiran;70
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keadaan yang berasal dari periode perinatal;11
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Malformasi kongenital, deformasi dan kelainan chromosom;11
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;313
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keracunan, cedera dan beberapa penyebab yang dari luar;133
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;2.020
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit Infeksi dan parasit;547
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Neoplasma;68
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;16
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Endokrin, nutrisi dan gangguan metabolik;514
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gangguan jiwa dan perilaku;122
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit yang mengenai sistem syaraf;148
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit mata dan adnexa;242
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit telinga dan mastoid;333
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem sirkulasi;752
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pernafasan;2.183
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pencernaan;1.955
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada kulit dan jaringan subcutaneous;489
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem musculoskletal;1.321
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem saluran kemih dan genital;226
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Kehamilan dan kelahiran;45
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keadaan yang berasal dari periode perinatal;8
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Malformasi kongenital, deformasi dan kelainan chromosom;14
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;734
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keracunan, cedera dan beberapa penyebab yang dari luar;287
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyebab morbiditas dan kematian eksternal;6
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.562
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit Infeksi dan parasit;643
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Neoplasma;41
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Endokrin, nutrisi dan gangguan metabolik;323
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gangguan jiwa dan perilaku;40
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit yang mengenai sistem syaraf;93
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit mata dan adnexa;153
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit telinga dan mastoid;184
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem sirkulasi;359
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pernafasan;1.746
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pencernaan;1.564
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada kulit dan jaringan subcutaneous;368
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem musculoskletal;797
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem saluran kemih dan genital;108
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Kehamilan dan kelahiran;60
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;456
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keracunan, cedera dan beberapa penyebab yang dari luar;124
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyebab morbiditas dan kematian eksternal;6
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;973
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit Infeksi dan parasit;400
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Neoplasma;35
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Endokrin, nutrisi dan gangguan metabolik;174
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gangguan jiwa dan perilaku;17
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit yang mengenai sistem syaraf;92
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit mata dan adnexa;166
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit telinga dan mastoid;123
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem sirkulasi;335
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pernafasan;1.049
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pencernaan;1.248
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada kulit dan jaringan subcutaneous;237
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem musculoskletal;623
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem saluran kemih dan genital;61
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Kehamilan dan kelahiran;10
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keadaan yang berasal dari periode perinatal;12
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Malformasi kongenital, deformasi dan kelainan chromosom;8
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;553
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keracunan, cedera dan beberapa penyebab yang dari luar;127
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;850
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit Infeksi dan parasit;400
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Neoplasma;42
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;8
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Endokrin, nutrisi dan gangguan metabolik;151
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gangguan jiwa dan perilaku;23
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit yang mengenai sistem syaraf;91
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit mata dan adnexa;232
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit telinga dan mastoid;111
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem sirkulasi;254
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pernafasan;1.587
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pencernaan;1.163
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada kulit dan jaringan subcutaneous;453
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem musculoskletal;398
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem saluran kemih dan genital;69
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Kehamilan dan kelahiran;35
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keadaan yang berasal dari periode perinatal;4
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Malformasi kongenital, deformasi dan kelainan chromosom;5
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;174
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keracunan, cedera dan beberapa penyebab yang dari luar;58
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;968
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit Infeksi dan parasit;536
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Neoplasma;59
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;22
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Endokrin, nutrisi dan gangguan metabolik;341
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gangguan jiwa dan perilaku;46
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit yang mengenai sistem syaraf;50
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit mata dan adnexa;237
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit telinga dan mastoid;133
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem sirkulasi;297
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pernafasan;1.577
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pencernaan;1.424
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada kulit dan jaringan subcutaneous;369
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem musculoskletal;671
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem saluran kemih dan genital;124
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Kehamilan dan kelahiran;27
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keadaan yang berasal dari periode perinatal;12
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;579
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keracunan, cedera dan beberapa penyebab yang dari luar;121
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyebab morbiditas dan kematian eksternal;4
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.338
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit Infeksi dan parasit;341
Surabaya Barat;Benowo;Puskesmas Sememi;Neoplasma;60
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;9
Surabaya Barat;Benowo;Puskesmas Sememi;Endokrin, nutrisi dan gangguan metabolik;258
Surabaya Barat;Benowo;Puskesmas Sememi;Gangguan jiwa dan perilaku;57
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit yang mengenai sistem syaraf;89
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit mata dan adnexa;130
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit telinga dan mastoid;128
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem sirkulasi;200
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pernafasan;775
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pencernaan;1.625
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada kulit dan jaringan subcutaneous;256
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem musculoskletal;366
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem saluran kemih dan genital;155
Surabaya Barat;Benowo;Puskesmas Sememi;Kehamilan dan kelahiran;100
Surabaya Barat;Benowo;Puskesmas Sememi;Keadaan yang berasal dari periode perinatal;7
Surabaya Barat;Benowo;Puskesmas Sememi;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Barat;Benowo;Puskesmas Sememi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;377
Surabaya Barat;Benowo;Puskesmas Sememi;Keracunan, cedera dan beberapa penyebab yang dari luar;109
Surabaya Barat;Benowo;Puskesmas Sememi;Penyebab morbiditas dan kematian eksternal;4
Surabaya Barat;Benowo;Puskesmas Sememi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;2.276
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit Infeksi dan parasit;446
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Neoplasma;34
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;13
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Endokrin, nutrisi dan gangguan metabolik;257
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gangguan jiwa dan perilaku;30
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit yang mengenai sistem syaraf;54
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit mata dan adnexa;385
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit telinga dan mastoid;160
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem sirkulasi;188
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pernafasan;1.290
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pencernaan;849
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada kulit dan jaringan subcutaneous;352
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem musculoskletal;514
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem saluran kemih dan genital;98
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Kehamilan dan kelahiran;26
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keadaan yang berasal dari periode perinatal;6
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;426
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keracunan, cedera dan beberapa penyebab yang dari luar;134
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;662
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit Infeksi dan parasit;926
Surabaya Utara;Semampir;Puskesmas Sidotopo;Neoplasma;62
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;69
Surabaya Utara;Semampir;Puskesmas Sidotopo;Endokrin, nutrisi dan gangguan metabolik;248
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gangguan jiwa dan perilaku;47
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit yang mengenai sistem syaraf;94
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit mata dan adnexa;190
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit telinga dan mastoid;317
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem sirkulasi;326
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pernafasan;2.813
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pencernaan;1.422
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada kulit dan jaringan subcutaneous;746
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem musculoskletal;976
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem saluran kemih dan genital;181
Surabaya Utara;Semampir;Puskesmas Sidotopo;Kehamilan dan kelahiran;78
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keadaan yang berasal dari periode perinatal;8
Surabaya Utara;Semampir;Puskesmas Sidotopo;Malformasi kongenital, deformasi dan kelainan chromosom;8
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;700
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keracunan, cedera dan beberapa penyebab yang dari luar;160
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyebab morbiditas dan kematian eksternal;4
Surabaya Utara;Semampir;Puskesmas Sidotopo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.803
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit Infeksi dan parasit;735
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Neoplasma;54
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Endokrin, nutrisi dan gangguan metabolik;292
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gangguan jiwa dan perilaku;100
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit yang mengenai sistem syaraf;66
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit mata dan adnexa;307
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit telinga dan mastoid;126
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem sirkulasi;250
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pernafasan;1.532
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pencernaan;1.842
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada kulit dan jaringan subcutaneous;316
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem musculoskletal;702
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem saluran kemih dan genital;119
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Kehamilan dan kelahiran;121
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keadaan yang berasal dari periode perinatal;16
