WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Oktober
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit Infeksi dan parasit;235
Surabaya Selatan;Sawahan;Puskesmas Pakis;Neoplasma;26
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Selatan;Sawahan;Puskesmas Pakis;Endokrin, nutrisi dan gangguan metabolik;220
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gangguan jiwa dan perilaku;19
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit yang mengenai sistem syaraf;51
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit mata dan adnexa;50
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit telinga dan mastoid;45
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem sirkulasi;103
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pernafasan;741
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pencernaan;498
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada kulit dan jaringan subcutaneous;132
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem musculoskletal;223
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem saluran kemih dan genital;43
Surabaya Selatan;Sawahan;Puskesmas Pakis;Kehamilan dan kelahiran;18
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keadaan yang berasal dari periode perinatal;10
Surabaya Selatan;Sawahan;Puskesmas Pakis;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;128
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keracunan, cedera dan beberapa penyebab yang dari luar;83
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyebab morbiditas dan kematian eksternal;1
Surabaya Selatan;Sawahan;Puskesmas Pakis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;938
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit Infeksi dan parasit;305
Surabaya Utara;Semampir;Puskesmas Pegirian;Neoplasma;20
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Semampir;Puskesmas Pegirian;Endokrin, nutrisi dan gangguan metabolik;140
Surabaya Utara;Semampir;Puskesmas Pegirian;Gangguan jiwa dan perilaku;12
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit yang mengenai sistem syaraf;44
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit mata dan adnexa;100
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit telinga dan mastoid;61
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem sirkulasi;140
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pernafasan;889
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pencernaan;400
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada kulit dan jaringan subcutaneous;155
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem musculoskletal;168
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem saluran kemih dan genital;15
Surabaya Utara;Semampir;Puskesmas Pegirian;Kehamilan dan kelahiran;24
Surabaya Utara;Semampir;Puskesmas Pegirian;Keadaan yang berasal dari periode perinatal;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;68
Surabaya Utara;Semampir;Puskesmas Pegirian;Keracunan, cedera dan beberapa penyebab yang dari luar;45
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;319
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit Infeksi dan parasit;226
Surabaya Pusat;Genteng;Puskesmas Peneleh;Neoplasma;32
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Pusat;Genteng;Puskesmas Peneleh;Endokrin, nutrisi dan gangguan metabolik;79
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gangguan jiwa dan perilaku;21
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit yang mengenai sistem syaraf;19
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit mata dan adnexa;89
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit telinga dan mastoid;39
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem sirkulasi;120
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pernafasan;845
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pencernaan;397
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada kulit dan jaringan subcutaneous;169
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem musculoskletal;250
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem saluran kemih dan genital;52
Surabaya Pusat;Genteng;Puskesmas Peneleh;Kehamilan dan kelahiran;9
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keadaan yang berasal dari periode perinatal;5
Surabaya Pusat;Genteng;Puskesmas Peneleh;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;188
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keracunan, cedera dan beberapa penyebab yang dari luar;71
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Genteng;Puskesmas Peneleh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;254
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit Infeksi dan parasit;288
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Neoplasma;29
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Endokrin, nutrisi dan gangguan metabolik;91
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gangguan jiwa dan perilaku;26
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit yang mengenai sistem syaraf;9
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit mata dan adnexa;174
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit telinga dan mastoid;30
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem sirkulasi;112
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pernafasan;1.026
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pencernaan;632
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada kulit dan jaringan subcutaneous;215
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem musculoskletal;382
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem saluran kemih dan genital;52
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Kehamilan dan kelahiran;17
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keadaan yang berasal dari periode perinatal;12
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Malformasi kongenital, deformasi dan kelainan chromosom;10
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;47
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keracunan, cedera dan beberapa penyebab yang dari luar;24
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;598
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit Infeksi dan parasit;191
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Neoplasma;38
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Endokrin, nutrisi dan gangguan metabolik;184
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gangguan jiwa dan perilaku;44
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit yang mengenai sistem syaraf;44
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit mata dan adnexa;64
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit telinga dan mastoid;148
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem sirkulasi;259
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pernafasan;902
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pencernaan;649
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada kulit dan jaringan subcutaneous;229
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem musculoskletal;488
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem saluran kemih dan genital;111
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Kehamilan dan kelahiran;15
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keadaan yang berasal dari periode perinatal;3
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;316
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keracunan, cedera dan beberapa penyebab yang dari luar;153
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;673
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit Infeksi dan parasit;131
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Neoplasma;14
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Endokrin, nutrisi dan gangguan metabolik;103
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gangguan jiwa dan perilaku;6
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit yang mengenai sistem syaraf;12
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit mata dan adnexa;45
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit telinga dan mastoid;28
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem sirkulasi;109
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pernafasan;334
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pencernaan;457
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada kulit dan jaringan subcutaneous;82
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem musculoskletal;194
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem saluran kemih dan genital;39
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Kehamilan dan kelahiran;17
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keadaan yang berasal dari periode perinatal;0
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;74
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keracunan, cedera dan beberapa penyebab yang dari luar;49
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;260
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit Infeksi dan parasit;94
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Neoplasma;9
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Endokrin, nutrisi dan gangguan metabolik;39
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gangguan jiwa dan perilaku;6
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit yang mengenai sistem syaraf;10
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit mata dan adnexa;34
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit telinga dan mastoid;23
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem sirkulasi;46
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pernafasan;400
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pencernaan;504
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada kulit dan jaringan subcutaneous;97
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem musculoskletal;184
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem saluran kemih dan genital;20
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Kehamilan dan kelahiran;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keadaan yang berasal dari periode perinatal;0
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;138
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keracunan, cedera dan beberapa penyebab yang dari luar;41
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyebab morbiditas dan kematian eksternal;0
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;265
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit Infeksi dan parasit;138
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Neoplasma;7
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Endokrin, nutrisi dan gangguan metabolik;60
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gangguan jiwa dan perilaku;5
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit yang mengenai sistem syaraf;4
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit mata dan adnexa;97
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit telinga dan mastoid;25
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem sirkulasi;60
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pernafasan;541
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pencernaan;376
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada kulit dan jaringan subcutaneous;134
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem musculoskletal;144
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem saluran kemih dan genital;24
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Kehamilan dan kelahiran;13
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;56
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keracunan, cedera dan beberapa penyebab yang dari luar;18
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;300
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit Infeksi dan parasit;198
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Neoplasma;18
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Endokrin, nutrisi dan gangguan metabolik;166
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gangguan jiwa dan perilaku;32
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit yang mengenai sistem syaraf;47
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit mata dan adnexa;120
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit telinga dan mastoid;36
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem sirkulasi;147
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pernafasan;706
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pencernaan;618
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada kulit dan jaringan subcutaneous;158
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem musculoskletal;274
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem saluran kemih dan genital;49
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Kehamilan dan kelahiran;8
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keadaan yang berasal dari periode perinatal;4
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;329
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keracunan, cedera dan beberapa penyebab yang dari luar;57
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;578
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit Infeksi dan parasit;264
Surabaya Barat;Benowo;Puskesmas Sememi;Neoplasma;30
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Barat;Benowo;Puskesmas Sememi;Endokrin, nutrisi dan gangguan metabolik;131
Surabaya Barat;Benowo;Puskesmas Sememi;Gangguan jiwa dan perilaku;23
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit yang mengenai sistem syaraf;74
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit mata dan adnexa;60
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit telinga dan mastoid;98
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem sirkulasi;137
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pernafasan;427
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pencernaan;693
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada kulit dan jaringan subcutaneous;193
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem musculoskletal;252
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem saluran kemih dan genital;110
Surabaya Barat;Benowo;Puskesmas Sememi;Kehamilan dan kelahiran;27
Surabaya Barat;Benowo;Puskesmas Sememi;Keadaan yang berasal dari periode perinatal;11
Surabaya Barat;Benowo;Puskesmas Sememi;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Benowo;Puskesmas Sememi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;267
Surabaya Barat;Benowo;Puskesmas Sememi;Keracunan, cedera dan beberapa penyebab yang dari luar;90
Surabaya Barat;Benowo;Puskesmas Sememi;Penyebab morbiditas dan kematian eksternal;5
Surabaya Barat;Benowo;Puskesmas Sememi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.673
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit Infeksi dan parasit;140
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Neoplasma;17
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Endokrin, nutrisi dan gangguan metabolik;113
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gangguan jiwa dan perilaku;8
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit yang mengenai sistem syaraf;21
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit mata dan adnexa;125
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit telinga dan mastoid;81
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem sirkulasi;65
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pernafasan;628
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pencernaan;435
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada kulit dan jaringan subcutaneous;124
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem musculoskletal;202
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem saluran kemih dan genital;34
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Kehamilan dan kelahiran;10
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keadaan yang berasal dari periode perinatal;3
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;144
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keracunan, cedera dan beberapa penyebab yang dari luar;67
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;230
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit Infeksi dan parasit;203
Surabaya Utara;Semampir;Puskesmas Sidotopo;Neoplasma;15
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;22
Surabaya Utara;Semampir;Puskesmas Sidotopo;Endokrin, nutrisi dan gangguan metabolik;62
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gangguan jiwa dan perilaku;8
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit yang mengenai sistem syaraf;18
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit mata dan adnexa;69
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit telinga dan mastoid;48
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem sirkulasi;115
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pernafasan;789
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pencernaan;486
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada kulit dan jaringan subcutaneous;186
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem musculoskletal;184
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem saluran kemih dan genital;50
Surabaya Utara;Semampir;Puskesmas Sidotopo;Kehamilan dan kelahiran;30
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keadaan yang berasal dari periode perinatal;1
Surabaya Utara;Semampir;Puskesmas Sidotopo;Malformasi kongenital, deformasi dan kelainan chromosom;5
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;166
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keracunan, cedera dan beberapa penyebab yang dari luar;55
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Sidotopo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;855
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit Infeksi dan parasit;287
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Neoplasma;17
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Endokrin, nutrisi dan gangguan metabolik;75
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gangguan jiwa dan perilaku;10
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit yang mengenai sistem syaraf;30
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit mata dan adnexa;92
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit telinga dan mastoid;50
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem sirkulasi;83
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pernafasan;430
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pencernaan;783
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada kulit dan jaringan subcutaneous;108
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem musculoskletal;194
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem saluran kemih dan genital;53
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Kehamilan dan kelahiran;81
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keadaan yang berasal dari periode perinatal;17
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Malformasi kongenital, deformasi dan kelainan chromosom;5
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;169
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keracunan, cedera dan beberapa penyebab yang dari luar;56
